date,code,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_userCount,player_id,player_fieldTranslations_nameTranslation_ar,isHome,shotType,situation,playerCoordinates_x,playerCoordinates_y,playerCoordinates_z,bodyPart,goalMouthLocation,goalMouthCoordinates_x,goalMouthCoordinates_y,goalMouthCoordinates_z,blockCoordinates_x,blockCoordinates_y,blockCoordinates_z,id,time,addedTime,timeSeconds,draw_start_x,draw_start_y,draw_block_x,draw_block_y,draw_end_x,draw_end_y,draw_goal_x,draw_goal_y,reversedPeriodTime,reversedPeriodTimeSeconds,incidentType,goalType,xg,xgot,shootoutOrder
23032019,8172523,Dudu,,,dudu,Dudu,M,7,4183,147464,دودو,False,save,assisted,12.3,24.8,0,right-foot,low-centre,0.0,51.3,1.9,2.5,45.5,0.0,594572,90,5.0,5642,24.8,12.3,45.5,2.5,48.7,0.0,48.7,98.1,1,658,shot,,,,
23032019,8172523,Dudu,,,dudu,Dudu,M,7,4183,147464,دودو,False,save,assisted,14.4,23.3,0,right-foot,high-right,0.0,48.1,26.6,1.6,46.8,0.0,594571,89,,5288,23.3,14.4,46.8,1.6,51.9,0.0,51.9,73.4,2,112,shot,,,,
23032019,8172523,Antônio Carlos,,,antonio-carlos,A. Carlos,D,25,161,242209,,False,miss,corner,8.4,46.8,0,left-foot,high,0.0,52.4,62.5,,,,594570,87,,5200,46.8,8.4,,,47.6,0.0,47.6,37.5,4,200,shot,,,,
23032019,8172523,Arthur Cabral,,,arthur-cabral,A. Cabral,F,9,4692,870762,أرثور,False,block,regular,5.1,50.7,0,right-foot,,,,,3.7,51.3,0.0,594569,85,,5063,50.7,5.1,51.3,3.7,,,,,6,337,shot,,,,
23032019,8172523,Dudu,,,dudu,Dudu,M,7,4183,147464,دودو,False,miss,assisted,13.9,50.1,0,right-foot,high,0.0,44.4,77.8,,,,594568,82,,4877,50.1,13.9,,,55.6,0.0,55.6,22.2,9,523,shot,,,,
23032019,8172523,Antônio Carlos,,,antonio-carlos,A. Carlos,D,25,161,242209,,False,save,corner,15.9,60.9,0,right-foot,high-right,0.0,47.6,22.8,2.3,52.0,0.0,594567,77,,4619,60.9,15.9,52.0,2.3,52.4,0.0,52.4,77.2,14,781,shot,,,,
23032019,8172523,Bruno Henrique,,,bruno-henrique,Bruno Henrique,M,8,389,345113,برونو هنريك,False,block,corner,24.1,41.5,0,left-foot,,,,,11.1,46.8,0.0,594566,77,,4617,41.5,24.1,46.8,11.1,,,,,14,783,shot,,,,
23032019,8172523,Paulinho,,,paulinho,Paulinho,D,,12,243665,,True,save,free-kick,13.6,83.6,0,left-foot,high-right,0.0,46.5,20.3,1.2,52.7,0.0,594565,76,,4538,83.6,13.6,52.7,1.2,53.5,0.0,53.5,79.7,15,862,shot,,,,
23032019,8172523,Marcos Rocha,,,marcos-rocha,Marcos Rocha,D,2,976,82576,,False,block,regular,17.4,68.1,0,right-foot,,,,,14.4,65.5,0.0,594564,71,,4250,68.1,17.4,65.5,14.4,,,,,20,1150,shot,,,,
23032019,8172523,Arthur Cabral,,,arthur-cabral,A. Cabral,F,9,4692,870762,أرثور,False,goal,assisted,13.2,53.2,0,right-foot,low-right,0.0,46.9,8.2,,,,594563,67,,3968,53.2,13.2,,,53.1,0.0,53.1,91.8,24,1432,shot,regular,,,
23032019,8172523,Ricardo Goulart,,,ricardo-goulart,Ricardo Goulart,F,,415,151993,,False,miss,set-piece,2.6,54.0,0,head,close-high,0.0,46.2,59.7,,,,594562,64,,3839,54.0,2.6,,,53.8,0.0,53.8,40.3,27,1561,shot,,,,
23032019,8172523,Murilo,,,murilo,Murilo,M,,112,581056,,True,save,penalty,11.5,50.0,0,right-foot,low-left,0.0,54.2,6.3,0.5,48.2,0.0,594561,58,,3474,50.0,11.5,48.2,0.5,45.8,0.0,45.8,93.7,33,1926,shot,,,,
23032019,8172523,Felipe Marques,,,felipe-marques,F. Marques,F,20,57,927438,,True,miss,assisted,20.7,35.8,0,right-foot,high-right,0.0,42.2,72.2,,,,594560,50,,2975,35.8,20.7,,,57.8,0.0,57.8,27.8,41,2425,shot,,,,
23032019,8172523,Bruno Henrique,,,bruno-henrique,Bruno Henrique,M,8,389,345113,برونو هنريك,False,save,assisted,27.2,30.7,0,right-foot,low-right,0.0,46.8,5.7,2.7,50.2,0.0,594559,49,,2937,30.7,27.2,50.2,2.7,53.2,0.0,53.2,94.3,42,2463,shot,,,,
23032019,8172523,Jean Patrick,,,jean-patrick,J. Patrick,M,,10,794846,,True,miss,assisted,22.7,74.6,0,right-foot,right,0.0,37.8,12.5,,,,594558,47,,2797,74.6,22.7,,,62.2,0.0,62.2,87.5,44,2603,shot,,,,
23032019,8172523,Dudu,,,dudu,Dudu,M,7,4183,147464,دودو,False,miss,throw-in-set-piece,8.7,41.1,0,right-foot,right,0.0,37.0,12.5,3.8,51.6,0.0,594557,46,,2741,41.1,8.7,51.6,3.8,63.0,0.0,63.0,87.5,45,2659,shot,,,,
23032019,8172523,Felipe Marques,,,felipe-marques,F. Marques,F,20,57,927438,,True,miss,assisted,22.6,29.3,0,right-foot,left,0.0,68.2,13.9,,,,594556,45,1.0,2734,29.3,22.6,,,31.8,0.0,31.8,86.1,1,2666,shot,,,,
23032019,8172523,Jean Patrick,,,jean-patrick,J. Patrick,M,,10,794846,,True,miss,throw-in-set-piece,21.9,57.3,0,right-foot,high-left,0.0,59.8,43.1,,,,594555,43,,2547,57.3,21.9,,,40.2,0.0,40.2,56.9,3,153,shot,,,,
23032019,8172523,Cléo Silva,,,cleo-silva,C. Silva,M,,18,870314,,True,goal,regular,8.5,52.1,0,left-foot,low-right,0.0,48.0,2.5,,,,594554,38,,2278,52.1,8.5,,,52.0,0.0,52.0,97.5,8,422,shot,regular,,,
23032019,8172523,Murilo,,,murilo,Murilo,M,,112,581056,,True,save,regular,27.1,48.7,0,right-foot,low-centre,0.0,51.0,3.2,1.6,49.6,0.0,594553,38,,2274,48.7,27.1,49.6,1.6,49.0,0.0,49.0,96.8,8,426,shot,,,,
23032019,8172523,Éverton Sena,,,everton-sena,É. Sena,D,,9,828176,,True,save,corner,7.2,40.5,0,head,high-centre,0.0,51.3,24.1,0.7,48.2,0.0,594552,26,,1559,40.5,7.2,48.2,0.7,48.7,0.0,48.7,75.9,20,1141,shot,,,,
23032019,8172523,Felipe Marques,,,felipe-marques,F. Marques,F,20,57,927438,,True,miss,assisted,16.9,25.6,0,right-foot,left,0.0,66.1,1.4,,,,594551,19,,1111,25.6,16.9,,,33.9,0.0,33.9,98.6,27,1589,shot,,,,
23032019,8172523,Miguel Borja,,,miguel-borja,Miguel Borja,F,9,2347,329601,,False,miss,corner,4.6,50.5,0,head,right,0.0,27.9,5.6,,,,594550,11,,642,50.5,4.6,,,72.1,0.0,72.1,94.4,35,2058,shot,,,,
23032019,8172523,Miguel Borja,,,miguel-borja,Miguel Borja,F,9,2347,329601,,False,save,throw-in-set-piece,5.5,33.6,0,right-foot,low-centre,0.0,48.9,3.2,3.5,39.5,0.0,594549,3,,127,33.6,5.5,39.5,3.5,51.1,0.0,51.1,96.8,43,2573,shot,,,,
26022023,10912212,Thomaz,Thomaz,,thomaz,Thomaz,M,,6,1174641,,False,save,regular,29.6,55.1,0,right-foot,high-centre,0.0,48.7,23.4,2.0,50.2,0.0,1866249,90,7.0,5775,55.1,29.6,50.2,2.0,51.3,0.0,51.3,76.6,1,525,shot,,,,
26022023,10912212,Thomaz,Thomaz,,thomaz,Thomaz,M,,6,1174641,,False,miss,assisted,11.4,48.8,0,head,high-right,0.0,29.7,43.1,,,,1866247,90,4.0,5632,48.8,11.4,,,70.3,0.0,70.3,56.9,1,668,shot,,,,
26022023,10912212,Matheus Lucas,,,matheus-lucas,M. Lucas,F,,19,976088,,False,goal,set-piece,8.4,52.8,0,head,low-left,0.0,53.8,5.1,,,,1866245,90,2.0,5471,52.8,8.4,,,46.2,0.0,46.2,94.9,1,829,shot,regular,,,
26022023,10912212,Giovani,Giovani,,giovani,Giovani,F,,1257,1066717,,True,block,assisted,18.5,67.3,0,left-foot,low-right,0.0,47.1,19.0,14.4,64.1,0.0,1866244,89,,5288,67.3,18.5,64.1,14.4,52.9,0.0,52.9,81.0,2,112,shot,,,,
26022023,10912212,José López,José López,,jose-lopez,José López,F,,1272,1094179,,True,save,assisted,8.8,70.2,0,left-foot,low-right,0.0,46.9,7.0,1.6,55.2,0.0,1866242,80,,4767,70.2,8.8,55.2,1.6,53.1,0.0,53.1,93.0,11,633,shot,,,,
26022023,10912212,Zé Rafael,,,ze-rafael,Z. Rafael,M,,1385,329069,,True,save,corner,28.3,62.2,0,left-foot,low-centre,0.0,48.7,6.3,2.0,51.8,0.0,1866243,79,,4711,62.2,28.3,51.8,2.0,51.3,0.0,51.3,93.7,12,689,shot,,,,
26022023,10912212,Thonny Anderson,,,thonny-anderson,T. Anderson,M,,138,923836,,False,miss,corner,11.9,41.6,0,head,right,0.0,32.4,25.0,,,,1866241,76,,4559,41.6,11.9,,,67.6,0.0,67.6,75.0,15,841,shot,,,,
26022023,10912212,Heitor,,,heitor,Heitor,D,,197,974503,,False,save,free-kick,28.6,65.6,0,right-foot,high-right,0.0,45.6,22.8,1.2,50.2,0.0,1866238,73,,4329,65.6,28.6,50.2,1.2,54.4,0.0,54.4,77.2,18,1071,shot,,,,
26022023,10912212,Xavier,Xavier,,xavier,Xavier,M,,9,1463852,,False,miss,regular,30.3,62.3,0,right-foot,high-right,0.0,43.9,94.4,,,,1866231,67,,4012,62.3,30.3,,,56.1,0.0,56.1,5.6,24,1388,shot,,,,
26022023,10912212,Raphael Veiga,,,raphael-veiga,Raphael Veiga,M,,7959,840020,رافائيل فييغا,True,goal,assisted,30.6,60.2,0,left-foot,low-left,0.0,51.9,5.1,,,,1866226,61,,3605,60.2,30.6,,,48.1,0.0,48.1,94.9,30,1795,shot,regular,,,
26022023,10912212,Gabriel Menino,,,gabriel-menino,Gabriel Menino,M,,1980,974556,,True,miss,assisted,10.9,53.1,0,head,high,0.0,52.1,76.4,,,,1866224,56,,3318,53.1,10.9,,,47.9,0.0,47.9,23.6,35,2082,shot,,,,
26022023,10912212,Gustavo Gómez,,,gustavo-gomez,G. Gómez,D,,2785,220833,غوميز,True,miss,set-piece,11.0,52.4,0,right-foot,close-high,0.0,49.1,59.7,,,,1866221,55,,3264,52.4,11.0,,,50.9,0.0,50.9,40.3,36,2136,shot,,,,
26022023,10912212,Endrick,,,endrick,Endrick,F,,36973,1174937,إندريك,True,miss,set-piece,12.4,57.3,0,left-foot,high,0.0,52.3,81.9,,,,1866218,53,,3134,57.3,12.4,,,47.7,0.0,47.7,18.1,38,2266,shot,,,,
26022023,10912212,Gabriel Menino,,,gabriel-menino,Gabriel Menino,M,,1980,974556,,True,goal,assisted,7.1,42.1,0,head,high-right,0.0,47.0,25.3,,,,1866182,42,,2486,42.1,7.1,,,53.0,0.0,53.0,74.7,4,214,shot,regular,,,
26022023,10912212,Dudu,,,dudu,Dudu,M,,4177,147464,دودو,True,save,assisted,15.3,31.1,0,right-foot,low-right,0.0,46.2,10.8,1.5,47.3,0.0,1866179,41,,2453,31.1,15.3,47.3,1.5,53.8,0.0,53.8,89.2,5,247,shot,,,,
26022023,10912212,Antonio Silva,Antonio Silva,,antonio-silva,A. Silva,,,6,1464964,,False,block,regular,26.8,61.7,0,right-foot,low-left,0.0,51.9,19.0,23.3,59.9,0.0,1866183,41,,2443,61.7,26.8,59.9,23.3,48.1,0.0,48.1,81.0,5,257,shot,,,,
26022023,10912212,Joaquín Piquerez,,,joaquin-piquerez,J. Piquerez,D,,1959,881110,,True,block,assisted,9.4,25.5,0,left-foot,low-centre,0.0,50.2,19.0,8.5,27.8,0.0,1866167,26,,1550,25.5,9.4,27.8,8.5,49.8,0.0,49.8,81.0,20,1150,shot,,,,
26022023,10912212,Gabriel Menino,,,gabriel-menino,Gabriel Menino,M,,1980,974556,,True,miss,assisted,32.6,51.6,0,right-foot,close-high,0.0,46.2,56.9,,,,1866157,21,,1210,51.6,32.6,,,53.8,0.0,53.8,43.1,25,1490,shot,,,,
26022023,10912212,Thonny Anderson,,,thonny-anderson,T. Anderson,M,,138,923836,,False,miss,regular,18.7,40.3,0,right-foot,high-right,0.0,29.9,43.1,,,,1866148,16,,901,40.3,18.7,,,70.1,0.0,70.1,56.9,30,1799,shot,,,,
26022023,10912212,Dudu,,,dudu,Dudu,M,,4177,147464,دودو,True,block,assisted,26.1,55.5,0,left-foot,low-centre,0.0,50.6,19.0,23.4,54.9,0.0,1866154,14,,802,55.5,26.1,54.9,23.4,49.4,0.0,49.4,81.0,32,1898,shot,,,,
26022023,10912212,John Kennedy,,,john-kennedy,John Kennedy,F,,2274,1087399,,False,miss,fast-break,27.4,33.6,0,right-foot,high-right,0.0,36.5,84.7,,,,1866133,10,,547,33.6,27.4,,,63.5,0.0,63.5,15.3,36,2153,shot,,,,
26022023,10912212,Raphael Veiga,,,raphael-veiga,Raphael Veiga,M,,7959,840020,رافائيل فييغا,True,save,corner,14.7,41.2,0,left-foot,low-left,0.0,51.9,15.8,2.3,50.0,0.0,1866128,9,,513,41.2,14.7,50.0,2.3,48.1,0.0,48.1,84.2,37,2187,shot,,,,
26022023,10912212,Zé Rafael,,,ze-rafael,Z. Rafael,M,,1385,329069,,True,block,regular,21.4,47.8,0,right-foot,low-left,0.0,52.6,19.0,13.1,47.7,0.0,1866137,7,,365,47.8,21.4,47.7,13.1,47.4,0.0,47.4,81.0,39,2335,shot,,,,
26022023,10912212,Thonny Anderson,,,thonny-anderson,T. Anderson,M,,138,923836,,False,miss,assisted,21.6,43.0,0,left-foot,right,0.0,39.3,4.2,,,,1866119,4,,187,43.0,21.6,,,60.7,0.0,60.7,95.8,42,2513,shot,,,,
26022023,10912212,Endrick,,,endrick,Endrick,F,,36973,1174937,إندريك,True,save,regular,11.5,60.8,0,left-foot,low-centre,0.0,48.2,2.5,2.4,51.4,0.0,1866118,2,,107,60.8,11.5,51.4,2.4,51.8,0.0,51.8,97.5,44,2593,shot,,,,
18052021,9470790,Braian Romero,,,braian-romero,Braian Romero,F,9,316,789435,,False,goal,assisted,7.3,54.2,0,head,low-left,0.0,52.3,3.8,,,,975283,90,4.0,5634,54.2,7.3,,,47.7,0.0,47.7,96.2,1,666,shot,regular,,,
18052021,9470790,Braian Romero,,,braian-romero,Braian Romero,F,9,316,789435,,False,miss,assisted,12.8,28.3,0,right-foot,left,0.0,61.7,1.4,,,,975282,90,4.0,5588,28.3,12.8,,,38.3,0.0,38.3,98.6,1,712,shot,,,,
18052021,9470790,Tomás Escalante,,,tomas-escalante,T. Escalante,M,15,23,1017377,,False,save,assisted,13.8,70.8,0,right-foot,low-centre,0.0,51.0,14.6,1.2,52.9,0.0,975281,89,,5305,70.8,13.8,52.9,1.2,49.0,0.0,49.0,85.4,2,95,shot,,,,
18052021,9470790,Gustavo Scarpa,,,gustavo-scarpa,Gustavo Scarpa,M,31,6377,559036,"سكاربا, غوستافو",True,miss,regular,26.2,54.8,0,right-foot,high,0.0,48.6,65.3,,,,975280,87,,5185,54.8,26.2,,,51.4,0.0,51.4,34.7,4,215,shot,,,,
18052021,9470790,Lucas Lima,,,lucas-lima,L. Lima,M,23,988,244589,,True,miss,assisted,8.4,49.3,0,left-foot,right,0.0,35.3,4.2,6.8,51.6,0.0,975279,84,,4993,49.3,8.4,51.6,6.8,64.7,0.0,64.7,95.8,7,407,shot,,,,
18052021,9470790,Danilo Barbosa,,,danilo-barbosa,Danilo Barbosa,M,5,348,330063,دانيلو,True,miss,free-kick,20.3,36.1,0,right-foot,high,0.0,55.3,76.4,,,,975278,80,,4785,36.1,20.3,,,44.7,0.0,44.7,23.6,11,615,shot,,,,
18052021,9470790,Gustavo Scarpa,,,gustavo-scarpa,Gustavo Scarpa,M,31,6377,559036,"سكاربا, غوستافو",True,goal,assisted,15.1,48.2,0,left-foot,low-left,0.0,53.1,0.6,,,,975277,75,,4476,48.2,15.1,,,46.9,0.0,46.9,99.4,16,924,shot,regular,,,
18052021,9470790,Wesley,,,wesley,Wesley,F,11,697,985766,,True,save,assisted,9.0,64.3,0,right-foot,high-right,0.0,47.8,33.5,1.6,53.4,0.0,975276,60,,3568,64.3,9.0,53.4,1.6,52.2,0.0,52.2,66.5,31,1832,shot,,,,
18052021,9470790,Lucas Lima,,,lucas-lima,L. Lima,M,23,988,244589,,True,block,corner,21.2,41.9,0,left-foot,low-centre,0.0,50.2,19.0,11.1,45.7,0.0,975275,60,,3547,41.9,21.2,45.7,11.1,49.8,0.0,49.8,81.0,31,1853,shot,,,,
18052021,9470790,Carlos Rotondi,,,carlos-rotondi,C. Rotondi,M,29,163,884868,,False,save,set-piece,12.6,50.1,0,head,high-centre,0.0,50.2,20.3,1.2,50.0,0.0,975274,58,,3472,50.1,12.6,50.0,1.2,49.8,0.0,49.8,79.7,33,1928,shot,,,,
18052021,9470790,Gustavo Scarpa,,,gustavo-scarpa,Gustavo Scarpa,M,31,6377,559036,"سكاربا, غوستافو",True,block,assisted,19.1,67.6,0,left-foot,low-centre,0.0,48.8,19.0,11.2,60.8,0.0,975273,54,,3196,67.6,19.1,60.8,11.2,51.2,0.0,51.2,81.0,37,2204,shot,,,,
18052021,9470790,Matías Rodríguez,,,matias-rodriguez,M. Rodríguez,D,,20,34260,,False,goal,assisted,6.3,52.2,0,right-foot,high-left,0.0,53.7,21.5,,,,975272,52,,3078,52.2,6.3,,,46.3,0.0,46.3,78.5,39,2322,shot,regular,,,
18052021,9470790,Wesley,,,wesley,Wesley,F,11,697,985766,,True,miss,corner,24.2,34.9,0,right-foot,right,0.0,38.5,23.6,,,,975271,39,,2301,34.9,24.2,,,61.5,0.0,61.5,76.4,7,399,shot,,,,
18052021,9470790,Willian,,,willian,Willian,F,11,606,146308,ويليان,True,goal,assisted,11.2,36.6,0,right-foot,low-left,0.0,54.1,0.6,,,,975270,35,,2079,36.6,11.2,,,45.9,0.0,45.9,99.4,11,621,shot,regular,,,
18052021,9470790,Walter Bou,,,walter-bou,W. A. Bou,F,10,280,558816,,False,goal,assisted,7.0,42.1,0,head,low-left,0.0,54.1,7.0,,,,975269,27,,1583,42.1,7.0,,,45.9,0.0,45.9,93.0,19,1117,shot,regular,,,
18052021,9470790,Zé Rafael,,,ze-rafael,Z. Rafael,M,8,1391,329069,,True,goal,set-piece,2.7,55.7,0,left-foot,low-right,0.0,45.7,13.3,,,,975268,11,,657,55.7,2.7,,,54.3,0.0,54.3,86.7,35,2043,shot,regular,,,
18052021,9470790,Walter Bou,,,walter-bou,W. A. Bou,F,10,280,558816,,False,goal,corner,4.6,64.6,0,right-foot,high-right,0.0,47.4,31.6,,,,975267,9,,534,64.6,4.6,,,52.6,0.0,52.6,68.4,37,2166,shot,regular,,,
18052021,9470790,Zé Rafael,,,ze-rafael,Z. Rafael,M,8,1391,329069,,True,block,regular,36.0,24.4,0,right-foot,low-right,0.0,47.3,19.0,5.9,48.0,0.0,975266,2,,95,24.4,36.0,48.0,5.9,52.7,0.0,52.7,81.0,44,2605,shot,,,,
18052021,9470790,Walter Bou,,,walter-bou,W. A. Bou,F,10,280,558816,,False,block,assisted,18.7,46.7,0,right-foot,low-right,0.0,47.4,19.0,16.8,47.3,0.0,975265,1,,45,46.7,18.7,47.3,16.8,52.6,0.0,52.6,81.0,45,2655,shot,,,,
26092019,8177256,Luiz Adriano,,,luiz-adriano,L. Adriano,F,9,763,39438,,True,miss,assisted,9.0,48.9,0,head,close-right,0.0,43.4,12.5,,,,570814,90,2.0,5460,48.9,9.0,,,56.6,0.0,56.6,87.5,1,840,shot,,,,
26092019,8177256,Ricardo Bueno,,,ricardo-bueno,R. Bueno,F,9,84,123217,,False,goal,regular,6.8,55.0,0,head,low-left,0.0,54.2,11.4,,,,570813,88,,5253,55.0,6.8,,,45.8,0.0,45.8,88.6,3,147,shot,regular,,,
26092019,8177256,Bruno Henrique,,,bruno-henrique,Bruno Henrique,M,8,389,345113,برونو هنريك,True,goal,assisted,8.7,46.6,0,right-foot,high-left,0.0,52.9,21.5,,,,570812,83,,4967,46.6,8.7,,,47.1,0.0,47.1,78.5,8,433,shot,regular,,,
26092019,8177256,Ricardo Bueno,,,ricardo-bueno,R. Bueno,F,9,84,123217,,False,miss,set-piece,3.7,49.7,0,head,close-right,0.0,42.0,18.1,,,,570811,81,,4830,49.7,3.7,,,58.0,0.0,58.0,81.9,10,570,shot,,,,
26092019,8177256,Dudu,,,dudu,Dudu,M,7,4183,147464,دودو,True,block,assisted,29.2,56.5,0,right-foot,,,,,24.9,55.8,0.0,570810,79,,4732,56.5,29.2,55.8,24.9,,,,,12,668,shot,,,,
26092019,8177256,Luiz Adriano,,,luiz-adriano,L. Adriano,F,9,763,39438,,True,goal,assisted,7.8,45.2,0,right-foot,high-left,0.0,53.0,24.7,,,,570809,75,,4477,45.2,7.8,,,47.0,0.0,47.0,75.3,16,923,shot,regular,,,
26092019,8177256,Willian,,,willian,Willian,F,11,606,146308,ويليان,True,save,assisted,9.4,45.4,0,head,low-right,0.0,47.4,12.7,2.0,49.8,0.0,570808,72,,4295,45.4,9.4,49.8,2.0,52.6,0.0,52.6,87.3,19,1105,shot,,,,
26092019,8177256,Naldo,,,naldo,Naldo,M,,4,339973,,False,miss,set-piece,11.5,56.3,0,head,high,0.0,50.4,70.8,,,,570807,70,,4181,56.3,11.5,,,49.6,0.0,49.6,29.2,21,1219,shot,,,,
26092019,8177256,Willian,,,willian,Willian,F,11,606,146308,ويليان,True,miss,assisted,9.9,58.5,0,head,left,0.0,99.5,2.8,8.8,13.3,0.0,570806,58,,3445,58.5,9.9,13.3,8.8,0.5,0.0,0.5,97.2,33,1955,shot,,,,
26092019,8177256,Gustavo Scarpa,,,gustavo-scarpa,Gustavo Scarpa,M,31,6377,559036,"سكاربا, غوستافو",True,save,assisted,18.2,63.3,0,left-foot,low-left,0.0,53.9,11.4,3.2,52.3,0.0,570805,53,,3164,63.3,18.2,52.3,3.2,46.1,0.0,46.1,88.6,38,2236,shot,,,,
26092019,8177256,Apodi,,,apodi,Apodi,F,22,145,33119,,False,goal,assisted,22.4,26.6,0,right-foot,high-right,0.0,47.0,20.3,,,,570804,52,,3109,26.6,22.4,,,53.0,0.0,53.0,79.7,39,2291,shot,regular,,,
26092019,8177256,Hector Ariel Bustamante,,,hector-ariel-bustamante,H. A. Bustamante,M,18,2,923446,,False,block,set-piece,11.2,68.6,0,right-foot,,,,,9.3,64.8,0.0,570803,51,,3042,68.6,11.2,64.8,9.3,,,,,40,2358,shot,,,,
26092019,8177256,Gustavo Scarpa,,,gustavo-scarpa,Gustavo Scarpa,M,31,6377,559036,"سكاربا, غوستافو",True,miss,regular,27.6,68.8,0,left-foot,close-right,0.0,42.7,34.7,,,,570802,48,,2825,68.8,27.6,,,57.3,0.0,57.3,65.3,43,2575,shot,,,,
26092019,8177256,Gustavo Gómez,,,gustavo-gomez,G. Gómez,D,15,2799,220833,غوميز,True,goal,corner,3.9,47.0,0,head,high-left,0.0,52.7,20.9,,,,570801,45,2.0,2788,47.0,3.9,,,47.3,0.0,47.3,79.1,1,2612,shot,regular,,,
26092019,8177256,Jonatan Gómez,,,jonatan-gomez,J. Gómez,M,11,105,986257,,False,miss,assisted,25.5,37.2,0,right-foot,high-right,0.0,40.5,84.7,,,,570800,44,,2580,37.2,25.5,,,59.5,0.0,59.5,15.3,2,120,shot,,,,
26092019,8177256,Felipe Melo,,,felipe-melo,F. Melo,D,30,1449,4811,,True,save,corner,14.3,55.8,0,head,high-centre,0.0,50.6,24.1,2.8,51.6,0.0,570799,40,,2365,55.8,14.3,51.6,2.8,49.4,0.0,49.4,75.9,6,335,shot,,,,
26092019,8177256,Gustavo Scarpa,,,gustavo-scarpa,Gustavo Scarpa,M,31,6377,559036,"سكاربا, غوستافو",True,save,assisted,26.7,53.2,0,left-foot,low-left,0.0,53.2,12.0,2.5,49.6,0.0,570798,39,,2337,53.2,26.7,49.6,2.5,46.8,0.0,46.8,88.0,7,363,shot,,,,
26092019,8177256,Dudu,,,dudu,Dudu,M,7,4183,147464,دودو,True,miss,assisted,30.8,53.6,0,right-foot,close-left,0.0,58.8,25.0,,,,570797,36,,2133,53.6,30.8,,,41.2,0.0,41.2,75.0,10,567,shot,,,,
26092019,8177256,Diogo Barbosa,,,diogo-barbosa,Diogo Barbosa,D,40,343,243107,,True,miss,set-piece,22.5,25.8,0,left-foot,high,0.0,52.8,77.8,,,,570796,35,,2065,25.8,22.5,,,47.2,0.0,47.2,22.2,11,635,shot,,,,
26092019,8177256,Apodi,,,apodi,Apodi,F,22,145,33119,,False,miss,corner,23.8,50.5,0,left-foot,close-high-right,0.0,43.5,58.3,,,,570795,32,,1878,50.5,23.8,,,56.5,0.0,56.5,41.7,14,822,shot,,,,
26092019,8177256,Jonatan Gómez,,,jonatan-gomez,J. Gómez,M,11,105,986257,,False,save,assisted,25.4,49.1,0,right-foot,high-centre,0.0,48.3,29.7,2.2,49.6,0.0,570794,31,,1848,49.1,25.4,49.6,2.2,51.7,0.0,51.7,70.3,15,852,shot,,,,
26092019,8177256,Bruno Henrique,,,bruno-henrique,Bruno Henrique,M,8,389,345113,برونو هنريك,True,goal,assisted,12.1,45.4,0,right-foot,low-right,0.0,46.9,5.1,,,,570793,29,,1699,45.4,12.1,,,53.1,0.0,53.1,94.9,17,1001,shot,regular,,,
26092019,8177256,Jonatan Gómez,,,jonatan-gomez,J. Gómez,M,11,105,986257,,False,save,assisted,23.7,28.7,0,right-foot,low-left,0.0,53.4,14.6,1.9,47.7,0.0,570792,25,,1493,28.7,23.7,47.7,1.9,46.6,0.0,46.6,85.4,21,1207,shot,,,,
26092019,8177256,Dudu,,,dudu,Dudu,M,7,4183,147464,دودو,True,save,set-piece,2.8,32.8,0,left-foot,low-centre,0.0,50.6,1.3,0.59999999999999,45.5,0.0,570791,20,,1146,32.8,2.8,45.5,0.59999999999999,49.4,0.0,49.4,98.7,26,1554,shot,,,,
26092019,8177256,Willian,,,willian,Willian,F,11,606,146308,ويليان,True,goal,assisted,12.1,54.4,0,right-foot,low-left,0.0,53.1,1.3,,,,570790,11,,650,54.4,12.1,,,46.9,0.0,46.9,98.7,35,2050,shot,regular,,,
26092019,8177256,Apodi,,,apodi,Apodi,F,22,145,33119,,False,miss,assisted,8.5,50.3,0,right-foot,left,0.0,62.7,15.3,,,,570789,11,,600,50.3,8.5,,,37.3,0.0,37.3,84.7,35,2100,shot,,,,
26092019,8177256,Luiz Adriano,,,luiz-adriano,L. Adriano,F,9,763,39438,,True,goal,fast-break,7.3,54.2,0,left-foot,low-right,0.0,47.5,18.4,,,,570788,6,,311,54.2,7.3,,,52.5,0.0,52.5,81.6,40,2389,shot,regular,,,
26092019,8177256,Apodi,,,apodi,Apodi,F,22,145,33119,,False,miss,assisted,32.3,25.2,0,right-foot,left,0.0,76.1,4.2,,,,570787,2,,99,25.2,32.3,,,23.9,0.0,23.9,95.8,44,2601,shot,,,,
27082023,11067276,Raphael Veiga,,,raphael-veiga,Raphael Veiga,M,,7959,840020,رافائيل فييغا,True,miss,assisted,26.9,64.5,0,left-foot,left,0.0,61.2,11.1,,,,2172699,90,4.0,5583,64.5,26.9,,,38.8,0.0,38.8,88.9,1,717,shot,,0.015130380168557,,
27082023,11067276,Rony,,,rony,Rony,F,,3828,835260,روني,True,miss,assisted,25.2,28.5,0,right-foot,high-right,0.0,40.3,80.6,,,,2172686,85,,5076,28.5,25.2,,,59.7,0.0,59.7,19.4,6,324,shot,,0.012948727235198,,
