date,code,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_userCount,player_id,player_fieldTranslations_nameTranslation_ar,isHome,shotType,situation,playerCoordinates_x,playerCoordinates_y,playerCoordinates_z,bodyPart,goalMouthLocation,goalMouthCoordinates_x,goalMouthCoordinates_y,goalMouthCoordinates_z,blockCoordinates_x,blockCoordinates_y,blockCoordinates_z,id,time,addedTime,timeSeconds,draw_start_x,draw_start_y,draw_block_x,draw_block_y,draw_end_x,draw_end_y,draw_goal_x,draw_goal_y,reversedPeriodTime,reversedPeriodTimeSeconds,incidentType,goalType,xg,xgot,shootoutOrder
18092022,10114023,Bruno Tabata,,,bruno-tabata,Bruno Tabata,M,,794,845433,,True,miss,regular,12.0,56.7,0,left-foot,high-left,0.0,57.6,81.9,,,,1159816,56,,3343,56.7,12.0,,,42.4,0.0,42.4,18.1,35,2057,shot,,0.1274553835392,,
18092022,10114023,Gustavo Scarpa,,,gustavo-scarpa,Gustavo Scarpa,M,,6377,559036,"سكاربا, غوستافو",True,block,regular,19.6,43.4,0,right-foot,low-centre,0.0,50.5,19.0,11.8,45.8,0.0,1159815,56,,3341,43.4,19.6,45.8,11.8,49.5,0.0,49.5,81.0,35,2059,shot,,0.070119231939316,,
18092022,10114023,Gustavo Scarpa,,,gustavo-scarpa,Gustavo Scarpa,M,,6377,559036,"سكاربا, غوستافو",True,block,regular,10.9,36.3,0,left-foot,low-right,0.0,46.7,19.0,6.2,43.7,0.0,1159814,56,,3338,36.3,10.9,43.7,6.2,53.3,0.0,53.3,81.0,35,2062,shot,,0.032627135515213,,
18092022,10114023,Zé Rafael,,,ze-rafael,Z. Rafael,M,,1387,329069,,True,miss,assisted,8.8,54.2,0,right-foot,high,0.0,47.6,62.5,,,,1159813,52,,3075,54.2,8.8,,,52.4,0.0,52.4,37.5,39,2325,shot,,0.14179089665413,,
18092022,10114023,Rony,,,rony,Rony,F,,3825,835260,روني,True,block,assisted,27.3,50.9,0,left-foot,low-centre,0.0,48.6,19.0,21.2,51.1,0.0,1159812,51,,3051,50.9,27.3,51.1,21.2,51.4,0.0,51.4,81.0,40,2349,shot,,0.026665180921555,,
18092022,10114023,Lucas Barbosa,Lucas Barbosa,,lucas-barbosa,L. Barbosa,M,,157,1067641,,False,miss,assisted,25.8,67.2,0,left-foot,high-left,0.0,64.2,44.4,,,,1159811,50,,2978,67.2,25.8,,,35.8,0.0,35.8,55.6,41,2422,shot,,0.022679537534714,,
18092022,10114023,Yeferson Soteldo,,,yeferson-soteldo,Y. Soteldo,M,,3026,789960,سوتيلدو,False,miss,assisted,24.2,39.4,0,right-foot,close-right,0.0,41.8,25.0,,,,1159810,48,,2847,39.4,24.2,,,58.2,0.0,58.2,75.0,43,2553,shot,,0.019365847110748,,
18092022,10114023,Zé Rafael,,,ze-rafael,Z. Rafael,M,,1387,329069,,True,save,assisted,18.0,52.8,0,left-foot,high-centre,0.0,48.9,23.4,1.8,50.0,0.0,1159809,45,,2679,52.8,18.0,50.0,1.8,51.1,0.0,51.1,76.6,1,21,shot,,0.04138308763504,0.0636,
18092022,10114023,Dudu,,,dudu,Dudu,M,,4179,147464,دودو,True,block,regular,14.6,63.9,0,right-foot,low-left,0.0,52.9,19.0,5.0,52.9,0.0,1159808,39,,2330,63.9,14.6,52.9,5.0,47.1,0.0,47.1,81.0,7,370,shot,,0.076741218566895,,
18092022,10114023,Danilo,,,danilo,Danilo,M,,3779,1064039,أوليفيرا ، دانيلو,True,block,regular,27.1,61.5,0,right-foot,low-centre,0.0,49.5,19.0,15.3,56.7,0.0,1159807,37,,2179,61.5,27.1,56.7,15.3,50.5,0.0,50.5,81.0,9,521,shot,,0.023866564035416,,
18092022,10114023,Gustavo Scarpa,,,gustavo-scarpa,Gustavo Scarpa,M,,6377,559036,"سكاربا, غوستافو",True,block,set-piece,21.9,44.7,0,left-foot,low-centre,0.0,50.9,19.0,15.5,46.6,0.0,1159806,36,,2148,44.7,21.9,46.6,15.5,49.1,0.0,49.1,81.0,10,552,shot,,0.031401932239532,,
18092022,10114023,Gustavo Scarpa,,,gustavo-scarpa,Gustavo Scarpa,M,,6377,559036,"سكاربا, غوستافو",True,block,free-kick,24.0,45.5,0,left-foot,low-centre,0.0,50.3,19.0,15.8,46.9,0.0,1159805,36,,2146,45.5,24.0,46.9,15.8,49.7,0.0,49.7,81.0,10,554,shot,,0.069532573223114,,
18092022,10114023,Murilo,,,murilo,Murilo,D,,1227,874729,,True,block,assisted,27.3,41.0,0,right-foot,low-centre,0.0,50.9,19.0,20.7,43.0,0.0,1159804,31,,1844,41.0,27.3,43.0,20.7,49.1,0.0,49.1,81.0,15,856,shot,,0.026584714651108,,
18092022,10114023,Marcos Leonardo,,,marcos-leonardo,M. Leonardo,F,,7153,1047227,,False,miss,assisted,13.5,48.0,0,head,left,0.0,60.0,9.7,,,,1159803,28,,1667,48.0,13.5,,,40.0,0.0,40.0,90.3,18,1033,shot,,0.027462363243103,,
18092022,10114023,Dudu,,,dudu,Dudu,M,,4179,147464,دودو,True,block,assisted,4.7,39.7,0,head,low-left,0.0,53.4,19.0,3.7,41.2,0.0,1159802,25,,1458,39.7,4.7,41.2,3.7,46.6,0.0,46.6,81.0,21,1242,shot,,0.06183135509491,,
18092022,10114023,Lucas Braga,,,lucas-braga,L. Braga,M,,372,934801,,False,save,assisted,22.4,27.9,0,right-foot,high-centre,0.0,49.4,27.2,1.6,48.6,0.0,1159801,22,,1309,27.9,22.4,48.6,1.6,50.6,0.0,50.6,72.8,24,1391,shot,,0.023734718561172,0.049,
18092022,10114023,Eduardo Bauermann,,,eduardo-bauermann,E. Bauermann,D,,209,358530,,False,save,corner,13.5,45.4,0,head,low-centre,0.0,51.6,13.3,1.1,49.1,0.0,1159800,10,,582,45.4,13.5,49.1,1.1,48.4,0.0,48.4,86.7,36,2118,shot,,0.019590318202972,0.0389,
30012021,9282231,Breno Lopes,,,breno-lopes,Breno Lopes,F,19,783,937552,,True,goal,assisted,8.8,40.7,0,head,high-right,0.0,45.8,24.7,,,,700612,90,9.0,5908,40.7,8.8,,,54.2,0.0,54.2,75.3,1,392,shot,regular,,,
30012021,9282231,Kaio Jorge,,,kaio-jorge,K. Jorge,F,9,3076,954888,"جورج, كايو",False,save,assisted,13.3,52.4,0,right-foot,high-centre,0.0,49.3,22.8,0.90000000000001,51.1,0.0,700610,90,,5363,52.4,13.3,51.1,0.90000000000001,50.7,0.0,50.7,77.2,1,37,shot,,,,
30012021,9282231,Diego Pituca,,,diego-pituca,D. Pituca,M,21,245,866417,,False,block,regular,13.1,61.0,0,right-foot,low-left,0.0,52.0,19.0,7.1,55.1,0.0,700608,90,,5361,61.0,13.1,55.1,7.1,48.0,0.0,48.0,81.0,1,39,shot,,,,
30012021,9282231,Danilo,,,danilo,Danilo,M,28,3809,1064039,أوليفيرا ، دانيلو,True,miss,corner,27.3,43.5,0,left-foot,close-right,0.0,41.2,15.3,,,,700607,86,,5155,43.5,27.3,,,58.8,0.0,58.8,84.7,5,245,shot,,,,
30012021,9282231,Marcos Rocha,,,marcos-rocha,Marcos Rocha,D,2,976,82576,,True,block,regular,19.2,47.6,0,right-foot,low-centre,0.0,48.5,19.0,16.3,48.2,0.0,700606,83,,4975,47.6,19.2,48.2,16.3,51.5,0.0,51.5,81.0,8,425,shot,,,,
30012021,9282231,Felipe Jonatan,,,felipe-jonatan,F. Jonatan,D,3,351,931574,,False,miss,regular,22.2,45.7,0,left-foot,close-high-right,0.0,41.3,54.2,,,,700605,77,,4588,45.7,22.2,,,58.7,0.0,58.7,45.8,14,812,shot,,,,
30012021,9282231,Diego Pituca,,,diego-pituca,D. Pituca,M,21,245,866417,,False,save,assisted,20.3,74.7,0,left-foot,low-centre,0.0,50.5,9.5,1.2,52.9,0.0,700604,77,,4585,74.7,20.3,52.9,1.2,49.5,0.0,49.5,90.5,14,815,shot,,,,
30012021,9282231,Gabriel Menino,,,gabriel-menino,Gabriel Menino,M,25,1987,974556,,True,miss,assisted,9.5,47.2,0,head,high-right,0.0,39.5,81.9,,,,700603,71,,4217,47.2,9.5,,,60.5,0.0,60.5,18.1,20,1183,shot,,,,
30012021,9282231,Raphael Veiga,,,raphael-veiga,Raphael Veiga,M,23,8015,840020,رافائيل فييغا,True,miss,free-kick,28.8,70.5,0,left-foot,close-high,0.0,52.4,47.2,,,,700602,64,,3790,70.5,28.8,,,47.6,0.0,47.6,52.8,27,1610,shot,,,,
30012021,9282231,Lucas Veríssimo,,,lucas-verissimo,L. Veríssimo,D,3,2086,826343,,False,miss,set-piece,3.8,40.9,0,head,left,0.0,60.5,16.7,,,,700601,59,,3495,40.9,3.8,,,39.5,0.0,39.5,83.3,32,1905,shot,,,,
30012021,9282231,Raphael Veiga,,,raphael-veiga,Raphael Veiga,M,23,8015,840020,رافائيل فييغا,True,miss,assisted,10.1,69.9,0,right-foot,left,0.0,62.4,4.2,,,,700600,37,,2173,69.9,10.1,,,37.6,0.0,37.6,95.8,9,527,shot,,,,
30012021,9282231,Gustavo Gómez,,,gustavo-gomez,G. Gómez,D,15,2799,220833,غوميز,True,block,corner,8.0,42.4,0,head,low-right,0.0,47.8,19.0,7.0,43.7,0.0,700599,14,,794,42.4,8.0,43.7,7.0,52.2,0.0,52.2,81.0,32,1906,shot,,,,
30012021,9282231,Raphael Veiga,,,raphael-veiga,Raphael Veiga,M,23,8015,840020,رافائيل فييغا,True,block,corner,6.0,30.7,0,left-foot,low-left,0.0,52.1,19.0,4.6,34.7,0.0,700598,13,,768,30.7,6.0,34.7,4.6,47.9,0.0,47.9,81.0,33,1932,shot,,,,
30012021,9282231,Pará,,,para,Pará,D,,131,124982,,False,miss,assisted,23.3,70.6,0,left-foot,close-right,0.0,42.5,1.4,,,,700597,6,,311,70.6,23.3,,,57.5,0.0,57.5,98.6,40,2389,shot,,,,
03082022,10445784,Nathan Silva,,,nathan-silva,Nathan Silva,D,,347,841129,,True,miss,corner,6.6,56.6,0,head,close-left,0.0,59.2,29.2,,,,1188325,90,4.0,5623,56.6,6.6,,,40.8,0.0,40.8,70.8,1,677,shot,,,,
03082022,10445784,Danilo,,,danilo,Danilo,M,,3779,1064039,أوليفيرا ، دانيلو,False,goal,corner,1.7,50.1,0,left-foot,high-centre,0.0,51.5,28.5,,,,1188324,90,2.0,5476,50.1,1.7,,,48.5,0.0,48.5,71.5,1,824,shot,regular,,,
03082022,10445784,Dudu,,,dudu,Dudu,M,,4179,147464,دودو,False,miss,assisted,9.4,49.4,0,right-foot,left,0.0,64.5,6.9,,,,1188323,83,,4962,49.4,9.4,,,35.5,0.0,35.5,93.1,8,438,shot,,,,
03082022,10445784,Dudu,,,dudu,Dudu,M,,4179,147464,دودو,False,miss,regular,11.5,57.1,0,right-foot,close-high,0.0,46.9,58.3,,,,1188322,78,,4670,57.1,11.5,,,53.1,0.0,53.1,41.7,13,730,shot,,,,
03082022,10445784,Danilo,,,danilo,Danilo,M,,3779,1064039,أوليفيرا ، دانيلو,False,miss,assisted,30.5,61.8,0,left-foot,high,0.0,49.2,66.7,,,,1188321,78,,4626,61.8,30.5,,,50.8,0.0,50.8,33.3,13,774,shot,,,,
03082022,10445784,Rubens,Rubens,,rubens,Rubens,D,,465,1093196,,True,block,corner,25.4,48.5,0,left-foot,low-right,0.0,47.9,19.0,19.9,49.3,0.0,1188320,76,,4549,48.5,25.4,49.3,19.9,52.1,0.0,52.1,81.0,15,851,shot,,,,
03082022,10445784,Keno,,,keno,Keno,M,,1135,787607,,True,save,regular,28.8,39.8,0,right-foot,low-centre,0.0,50.1,7.0,1.8,49.6,0.0,1188319,67,,3998,39.8,28.8,49.6,1.8,49.9,0.0,49.9,93.0,24,1402,shot,,,,
03082022,10445784,Hulk,,,hulk,Hulk,F,,9925,34705,هولك,True,miss,free-kick,30.1,34.0,0,left-foot,right,0.0,38.7,4.2,16.2,41.7,0.0,1188318,66,,3922,34.0,30.1,41.7,16.2,61.3,0.0,61.3,95.8,25,1478,shot,,,,
03082022,10445784,Murilo,,,murilo,Murilo,D,,1227,874729,,False,goal,set-piece,6.5,49.3,0,right-foot,low-centre,0.0,51.0,11.4,,,,1188317,59,,3485,49.3,6.5,,,49.0,0.0,49.0,88.6,32,1915,shot,regular,,,
03082022,10445784,Gustavo Scarpa,,,gustavo-scarpa,Gustavo Scarpa,M,,6377,559036,"سكاربا, غوستافو",False,post,free-kick,19.4,74.2,0,left-foot,high,0.0,46.2,39.9,,,,1188316,59,,3484,74.2,19.4,,,53.8,0.0,53.8,60.1,32,1916,shot,,,,
03082022,10445784,Hulk,,,hulk,Hulk,F,,9925,34705,هولك,True,block,regular,15.0,73.2,0,left-foot,low-centre,0.0,50.1,19.0,8.9,63.7,0.0,1188315,54,,3226,73.2,15.0,63.7,8.9,49.9,0.0,49.9,81.0,37,2174,shot,,,,
03082022,10445784,Matías Zaracho,,,matias-zaracho,M. Zaracho,M,,1349,859970,,True,block,corner,22.4,40.0,0,right-foot,low-right,0.0,47.5,19.0,11.0,46.4,0.0,1188314,53,,3173,40.0,22.4,46.4,11.0,52.5,0.0,52.5,81.0,38,2227,shot,,,,
03082022,10445784,Matías Zaracho,,,matias-zaracho,M. Zaracho,M,,1349,859970,,True,block,regular,20.4,46.0,0,right-foot,low-left,0.0,53.8,19.0,17.1,46.0,0.0,1188313,53,,3135,46.0,20.4,46.0,17.1,46.2,0.0,46.2,81.0,38,2265,shot,,,,
03082022,10445784,Gustavo Scarpa,,,gustavo-scarpa,Gustavo Scarpa,M,,6377,559036,"سكاربا, غوستافو",False,miss,free-kick,33.2,49.9,0,left-foot,high-left,0.0,63.2,69.4,,,,1188312,51,,3031,49.9,33.2,,,36.8,0.0,36.8,30.6,40,2369,shot,,,,
03082022,10445784,Murilo,,,murilo,Murilo,D,,1227,874729,,True,goal,regular,1.3,49.6,0,left-foot,low-right,0.0,46.3,3.2,,,,1188311,47,,2798,49.6,1.3,,,53.7,0.0,53.7,96.8,44,2602,shot,own,,,
03082022,10445784,Gustavo Scarpa,,,gustavo-scarpa,Gustavo Scarpa,M,,6377,559036,"سكاربا, غوستافو",False,miss,assisted,14.9,75.9,0,right-foot,close-right,0.0,42.4,8.3,,,,1188310,46,,2747,75.9,14.9,,,57.6,0.0,57.6,91.7,45,2653,shot,,,,
03082022,10445784,Hulk,,,hulk,Hulk,F,,9925,34705,هولك,True,goal,penalty,11.5,50.0,0,left-foot,low-right,0.0,45.6,1.3,,,,1188309,45,1.0,2732,50.0,11.5,,,54.4,0.0,54.4,98.7,1,2668,shot,penalty,,,
03082022,10445784,Ademir,,,ademir,Ademir,F,,574,922546,,True,post,corner,8.4,57.7,0,left-foot,left,0.0,55.2,2.5,,,,1188308,32,,1898,57.7,8.4,,,44.8,0.0,44.8,97.5,14,802,shot,,,,
03082022,10445784,Matías Zaracho,,,matias-zaracho,M. Zaracho,M,,1349,859970,,True,miss,corner,25.5,53.3,0,right-foot,right,0.0,38.5,11.1,7.9,54.7,0.0,1188307,32,,1896,53.3,25.5,54.7,7.9,61.5,0.0,61.5,88.9,14,804,shot,,,,
03082022,10445784,Mariano,,,mariano,Mariano,D,,359,40076,ماريانو,True,block,corner,26.9,43.7,0,right-foot,low-centre,0.0,51.8,19.0,21.6,44.6,0.0,1188306,32,,1893,43.7,26.9,44.6,21.6,48.2,0.0,48.2,81.0,14,807,shot,,,,
03082022,10445784,Hulk,,,hulk,Hulk,F,,9925,34705,هولك,True,block,free-kick,30.3,40.4,0,left-foot,low-centre,0.0,51.7,19.0,17.1,43.9,0.0,1188305,31,,1837,40.4,30.3,43.9,17.1,48.3,0.0,48.3,81.0,15,863,shot,,,,
03082022,10445784,Ademir,,,ademir,Ademir,F,,574,922546,,True,block,assisted,3.7,37.3,0,left-foot,low-left,0.0,53.7,19.0,2.9,39.2,0.0,1188304,27,,1588,37.3,3.7,39.2,2.9,46.3,0.0,46.3,81.0,19,1112,shot,,,,
03082022,10445784,Keno,,,keno,Keno,M,,1135,787607,,True,miss,assisted,32.5,41.2,0,right-foot,high-right,0.0,41.7,63.9,,,,1188303,26,,1533,41.2,32.5,,,58.3,0.0,58.3,36.1,20,1167,shot,,,,
03082022,10445784,Hulk,,,hulk,Hulk,F,,9925,34705,هولك,True,miss,assisted,21.2,66.6,0,left-foot,high-left,0.0,100.0,73.6,3.8,0.2,0.0,1188302,18,,1059,66.6,21.2,0.2,3.8,0.0,0.0,0.0,26.4,28,1641,shot,,,,
03082022,10445784,Keno,,,keno,Keno,M,,1135,787607,,True,miss,regular,9.0,54.8,0,right-foot,high,0.0,52.4,68.1,,,,1188301,17,,964,54.8,9.0,,,47.6,0.0,47.6,31.9,29,1736,shot,,,,
03082022,10445784,Keno,,,keno,Keno,M,,1135,787607,,True,miss,assisted,7.8,32.8,0,right-foot,high,0.0,46.2,66.7,,,,1188300,15,,877,32.8,7.8,,,53.8,0.0,53.8,33.3,31,1823,shot,,,,
03082022,10445784,Matías Zaracho,,,matias-zaracho,M. Zaracho,M,,1349,859970,,True,miss,assisted,9.3,55.3,0,head,high,0.0,53.9,84.7,,,,1188299,13,,766,55.3,9.3,,,46.1,0.0,46.1,15.3,33,1934,shot,,,,
03082022,10445784,Rubens,Rubens,,rubens,Rubens,D,,465,1093196,,True,miss,assisted,27.1,31.8,0,left-foot,right,0.0,0.3,34.7,5.8,98.2,0.0,1188298,13,,728,31.8,27.1,98.2,5.8,99.7,0.0,99.7,65.3,33,1972,shot,,,,
03082022,10445784,Gustavo Scarpa,,,gustavo-scarpa,Gustavo Scarpa,M,,6377,559036,"سكاربا, غوستافو",False,save,free-kick,28.5,51.5,0,left-foot,high-centre,0.0,48.9,27.8,1.9,49.8,0.0,1188297,11,,650,51.5,28.5,49.8,1.9,51.1,0.0,51.1,72.2,35,2050,shot,,,,
03082022,10445784,Hulk,,,hulk,Hulk,F,,9925,34705,هولك,True,miss,assisted,31.4,60.2,0,left-foot,high-left,0.0,56.3,84.7,,,,1188296,8,,432,60.2,31.4,,,43.7,0.0,43.7,15.3,38,2268,shot,,,,
03082022,10445784,Matías Zaracho,,,matias-zaracho,M. Zaracho,M,,1349,859970,,True,save,regular,21.3,50.3,0,right-foot,high-centre,0.0,49.9,21.5,1.8,50.7,0.0,1188295,3,,162,50.3,21.3,50.7,1.8,50.1,0.0,50.1,78.5,43,2538,shot,,,,
20072019,8177139,Ramires,,,ramires,Ramires,M,7,309,33110,,False,miss,assisted,29.8,68.9,0,right-foot,high,0.0,55.0,90.3,,,,562958,90,5.0,5660,68.9,29.8,,,45.0,0.0,45.0,9.7,1,640,shot,,,,
20072019,8177139,Felippe Cardoso,,,felippe-cardoso,F. Cardoso,F,30,133,922616,,True,block,assisted,25.2,44.6,0,right-foot,,,,,23.2,45.1,0.0,562957,90,3.0,5534,44.6,25.2,45.1,23.2,,,,,1,766,shot,,,,
20072019,8177139,Felipe Melo,,,felipe-melo,F. Melo,D,30,1449,4811,,False,miss,assisted,30.2,49.3,0,right-foot,close-high,0.0,50.1,51.4,,,,562956,90,,5392,49.3,30.2,,,49.9,0.0,49.9,48.6,1,8,shot,,,,
20072019,8177139,Ricardinho,,,ricardinho,Ricardinho,M,,62,880130,,True,save,free-kick,18.8,70.9,0,right-foot,high-right,0.0,46.1,24.7,0.90000000000001,51.6,0.0,562955,89,,5319,70.9,18.8,51.6,0.90000000000001,53.9,0.0,53.9,75.3,2,81,shot,,,,
20072019,8177139,Deyverson,,,deyverson,Deyverson,F,16,1846,270287,ديفيرسون,False,miss,set-piece,3.4,44.7,0,left-foot,high-right,0.0,39.2,77.8,,,,562954,86,,5135,44.7,3.4,,,60.8,0.0,60.8,22.2,5,265,shot,,,,
20072019,8177139,Raphael Veiga,,,raphael-veiga,Raphael Veiga,M,23,8015,840020,رافائيل فييغا,False,save,throw-in-set-piece,13.2,48.0,0,left-foot,low-centre,0.0,49.7,1.3,1.2,50.0,0.0,562953,84,,5000,48.0,13.2,50.0,1.2,50.3,0.0,50.3,98.7,7,400,shot,,,,
20072019,8177139,Raphael Veiga,,,raphael-veiga,Raphael Veiga,M,23,8015,840020,رافائيل فييغا,False,miss,assisted,30.3,48.5,0,right-foot,high,0.0,47.9,90.3,,,,562952,74,,4381,48.5,30.3,,,52.1,0.0,52.1,9.7,17,1019,shot,,,,
20072019,8177139,Leandro Carvalho,,,leandro-carvalho,L. Carvalho,M,,49,878903,,True,goal,regular,9.9,70.9,0,right-foot,low-right,0.0,48.1,19.0,,,,562951,72,,4304,70.9,9.9,,,51.9,0.0,51.9,81.0,19,1096,shot,regular,,,
20072019,8177139,Deyverson,,,deyverson,Deyverson,F,16,1846,270287,ديفيرسون,False,block,assisted,4.0,58.5,0,left-foot,,,,,2.9,56.0,0.0,562950,68,,4030,58.5,4.0,56.0,2.9,,,,,23,1370,shot,,,,
20072019,8177139,Diogo Barbosa,,,diogo-barbosa,Diogo Barbosa,D,40,343,243107,,False,save,corner,23.4,46.2,0,right-foot,low-centre,0.0,49.1,6.3,1.2,48.9,0.0,562949,67,,3969,46.2,23.4,48.9,1.2,50.9,0.0,50.9,93.7,24,1431,shot,,,,
20072019,8177139,Diogo Barbosa,,,diogo-barbosa,Diogo Barbosa,D,40,343,243107,,False,block,corner,25.4,33.4,0,left-foot,,,,,20.3,36.6,0.0,562948,66,,3939,33.4,25.4,36.6,20.3,,,,,25,1461,shot,,,,
20072019,8177139,Dudu,,,dudu,Dudu,M,7,4183,147464,دودو,False,block,assisted,25.2,61.5,0,right-foot,,,,,11.8,55.6,0.0,562947,62,,3713,61.5,25.2,55.6,11.8,,,,,29,1687,shot,,,,
20072019,8177139,Deyverson,,,deyverson,Deyverson,F,16,1846,270287,ديفيرسون,False,miss,throw-in-set-piece,3.7,60.1,0,head,close-high,0.0,53.1,52.8,,,,562946,62,,3663,60.1,3.7,,,46.9,0.0,46.9,47.2,29,1737,shot,,,,
20072019,8177139,Deyverson,,,deyverson,Deyverson,F,16,1846,270287,ديفيرسون,False,miss,set-piece,10.4,71.3,0,left-foot,high,0.0,55.3,86.1,,,,562945,59,,3493,71.3,10.4,,,44.7,0.0,44.7,13.9,32,1907,shot,,,,
20072019,8177139,Deyverson,,,deyverson,Deyverson,F,16,1846,270287,ديفيرسون,False,miss,assisted,4.7,42.1,0,left-foot,close-left,0.0,57.3,15.3,,,,562944,54,,3213,42.1,4.7,,,42.7,0.0,42.7,84.7,37,2187,shot,,,,
20072019,8177139,Ricardinho,,,ricardinho,Ricardinho,M,,62,880130,,True,save,regular,32.3,41.9,0,right-foot,low-left,0.0,52.3,5.1,1.5,49.1,0.0,562943,50,,2978,41.9,32.3,49.1,1.5,47.7,0.0,47.7,94.9,41,2422,shot,,,,
20072019,8177139,Ricardinho,,,ricardinho,Ricardinho,M,,62,880130,,True,miss,free-kick,27.3,47.6,0,right-foot,close-left,0.0,57.5,6.9,1.5,44.2,0.0,562942,45,6.0,3017,47.6,27.3,44.2,1.5,42.5,0.0,42.5,93.1,1,2383,shot,,,,
20072019,8177139,Deyverson,,,deyverson,Deyverson,F,16,1846,270287,ديفيرسون,False,save,assisted,7.3,59.1,0,right-foot,low-left,0.0,53.1,3.2,1.6,53.6,0.0,562941,41,,2445,59.1,7.3,53.6,1.6,46.9,0.0,46.9,96.8,5,255,shot,,,,
20072019,8177139,Bruno Henrique,,,bruno-henrique,Bruno Henrique,M,8,389,345113,برونو هنريك,False,block,free-kick,26.4,48.0,0,right-foot,,,,,17.1,48.4,0.0,562940,39,,2335,48.0,26.4,48.4,17.1,,,,,7,365,shot,,,,
20072019,8177139,Gustavo Scarpa,,,gustavo-scarpa,Gustavo Scarpa,M,31,6377,559036,"سكاربا, غوستافو",False,miss,set-piece,27.5,63.1,0,left-foot,high-left,0.0,61.8,65.3,,,,562939,37,,2213,63.1,27.5,,,38.2,0.0,38.2,34.7,9,487,shot,,,,
20072019,8177139,Mateus Gonçalves,,,mateus-goncalves,M. Gonçalves,F,11,68,787480,,True,goal,regular,13.9,35.2,0,right-foot,low-left,0.0,53.8,1.9,,,,562938,32,,1865,35.2,13.9,,,46.2,0.0,46.2,98.1,14,835,shot,regular,,,
20072019,8177139,Felippe Cardoso,,,felippe-cardoso,F. Cardoso,F,30,133,922616,,True,miss,regular,26.4,55.5,0,right-foot,close-left,0.0,57.6,1.4,3.6,45.5,0.0,562937,24,,1436,55.5,26.4,45.5,3.6,42.4,0.0,42.4,98.6,22,1264,shot,,,,
20072019,8177139,William Oliveira,,,william-oliveira,W. Oliveira,M,5,38,868033,,True,miss,assisted,28.6,28.0,0,right-foot,high,0.0,52.8,73.6,,,,562936,23,,1373,28.0,28.6,,,47.2,0.0,47.2,26.4,23,1327,shot,,,,
20072019,8177139,Diogo Barbosa,,,diogo-barbosa,Diogo Barbosa,D,40,343,243107,,False,block,regular,12.6,33.3,0,right-foot,,,,,1.8,44.9,0.0,562935,22,,1267,33.3,12.6,44.9,1.8,,,,,24,1433,shot,,,,
20072019,8177139,Thiago Galhardo,,,thiago-galhardo,T. Galhardo,F,91,1278,165677,,True,block,throw-in-set-piece,14.2,66.6,0,left-foot,,,,,9.8,61.2,0.0,562934,13,,726,66.6,14.2,61.2,9.8,,,,,33,1974,shot,,,,
20072019,8177139,Luan,,,luan,Luan,D,13,759,250351,,False,miss,free-kick,30.0,48.9,0,right-foot,high-right,0.0,43.7,72.2,,,,562933,10,,558,48.9,30.0,,,56.3,0.0,56.3,27.8,36,2142,shot,,,,
20072019,8177139,Bruno Henrique,,,bruno-henrique,Bruno Henrique,M,8,389,345113,برونو هنريك,False,block,assisted,22.4,48.9,0,right-foot,,,,,19.2,49.3,0.0,562932,8,,462,48.9,22.4,49.3,19.2,,,,,38,2238,shot,,,,
20072019,8177139,Luan,,,luan,Luan,D,13,759,250351,,False,save,free-kick,29.6,47.4,0,right-foot,high-centre,0.0,51.3,26.6,1.4,48.9,0.0,562931,5,,261,47.4,29.6,48.9,1.4,48.7,0.0,48.7,73.4,41,2439,shot,,,,
20072019,8177139,Zé Rafael,,,ze-rafael,Z. Rafael,M,8,1391,329069,,False,save,set-piece,14.0,45.0,0,head,low-right,0.0,45.5,19.0,2.2,47.7,0.0,562930,2,,103,45.0,14.0,47.7,2.2,54.5,0.0,54.5,81.0,44,2597,shot,,,,
20072019,8177139,Deyverson,,,deyverson,Deyverson,F,16,1846,270287,ديفيرسون,False,save,assisted,11.1,53.0,0,head,low-left,0.0,53.2,15.2,0.7,49.8,0.0,562929,1,,53,53.0,11.1,49.8,0.7,46.8,0.0,46.8,84.8,45,2647,shot,,,,
06122021,9540802,Pedro Henrique,,,pedro-henrique,P. Henrique,D,34,353,551774,,True,save,assisted,27.1,68.2,0,right-foot,low-left,0.0,52.2,1.3,1.9,52.5,0.0,884524,82,,4873,68.2,27.1,52.5,1.9,47.8,0.0,47.8,98.7,9,527,shot,,,,
06122021,9540802,Fernando Canesin,,,fernando-canesin,Fernando Canesin,M,55,77,152510,,True,miss,assisted,22.8,46.3,0,right-foot,high-right,0.0,38.5,75.0,,,,884523,77,,4610,46.3,22.8,,,61.5,0.0,61.5,25.0,14,790,shot,,,,
06122021,9540802,Erick,,,erick,Erick,M,26,346,874063,,True,miss,corner,9.7,41.9,0,head,left,0.0,60.2,25.0,,,,884522,70,,4149,41.9,9.7,,,39.8,0.0,39.8,75.0,21,1251,shot,,,,
06122021,9540802,Marcinho,,,marcinho,Marcinho,D,25,149,840148,,True,block,corner,7.9,62.9,0,right-foot,low-left,0.0,52.6,19.0,1.5,50.4,0.0,884521,70,,4143,62.9,7.9,50.4,1.5,47.4,0.0,47.4,81.0,21,1257,shot,,,,
