date,code,tournament_name,tournament_slug,tournament_category_name,tournament_category_slug,tournament_category_sport_name,tournament_category_sport_slug,tournament_category_sport_id,tournament_category_id,tournament_category_flag,tournament_uniqueTournament_name,tournament_uniqueTournament_slug,tournament_uniqueTournament_primaryColorHex,tournament_uniqueTournament_secondaryColorHex,tournament_uniqueTournament_category_name,tournament_uniqueTournament_category_slug,tournament_uniqueTournament_category_sport_name,tournament_uniqueTournament_category_sport_slug,tournament_uniqueTournament_category_sport_id,tournament_uniqueTournament_category_id,tournament_uniqueTournament_category_flag,tournament_uniqueTournament_userCount,tournament_uniqueTournament_id,tournament_uniqueTournament_hasEventPlayerStatistics,tournament_uniqueTournament_crowdsourcingEnabled,tournament_uniqueTournament_hasPerformanceGraphFeature,tournament_uniqueTournament_displayInverseHomeAwayTeams,tournament_priority,tournament_competitionType,tournament_id,season_name,season_year,season_editor,season_id,roundInfo_round,roundInfo_name,roundInfo_slug,roundInfo_cupRoundType,customId,status_code,status_description,status_type,winnerCode,venue_city_name,venue_stadium_name,venue_stadium_capacity,venue_id,venue_country_alpha2,venue_country_name,referee_name,referee_slug,referee_yellowCards,referee_redCards,referee_yellowRedCards,referee_games,referee_sport_id,referee_sport_slug,referee_sport_name,referee_id,referee_country_alpha2,referee_country_name,homeTeam_name,homeTeam_slug,homeTeam_shortName,homeTeam_gender,homeTeam_sport_name,homeTeam_sport_slug,homeTeam_sport_id,homeTeam_userCount,homeTeam_manager_name,homeTeam_manager_slug,homeTeam_manager_shortName,homeTeam_manager_id,homeTeam_manager_country_alpha2,homeTeam_manager_country_name,homeTeam_venue_city_name,homeTeam_venue_stadium_name,homeTeam_venue_stadium_capacity,homeTeam_venue_id,homeTeam_venue_country_alpha2,homeTeam_venue_country_name,homeTeam_nameCode,homeTeam_disabled,homeTeam_national,homeTeam_type,homeTeam_id,homeTeam_country_alpha2,homeTeam_country_name,homeTeam_fullName,homeTeam_teamColors_primary,homeTeam_teamColors_secondary,homeTeam_teamColors_text,homeTeam_foundationDateTimestamp,awayTeam_name,awayTeam_slug,awayTeam_shortName,awayTeam_gender,awayTeam_sport_name,awayTeam_sport_slug,awayTeam_sport_id,awayTeam_userCount,awayTeam_manager_name,awayTeam_manager_slug,awayTeam_manager_shortName,awayTeam_manager_id,awayTeam_manager_country_alpha2,awayTeam_manager_country_name,awayTeam_venue_city_name,awayTeam_venue_stadium_name,awayTeam_venue_stadium_capacity,awayTeam_venue_id,awayTeam_venue_country_alpha2,awayTeam_venue_country_name,awayTeam_nameCode,awayTeam_disabled,awayTeam_national,awayTeam_type,awayTeam_id,awayTeam_country_alpha2,awayTeam_country_name,awayTeam_fullName,awayTeam_teamColors_primary,awayTeam_teamColors_secondary,awayTeam_teamColors_text,awayTeam_foundationDateTimestamp,homeScore_current,homeScore_display,homeScore_period1,homeScore_period2,homeScore_normaltime,awayScore_current,awayScore_display,awayScore_period1,awayScore_period2,awayScore_normaltime,time_injuryTime1,time_injuryTime2,time_currentPeriodStartTimestamp,changes_changes_0,changes_changes_1,changes_changes_2,changes_changes_3,changes_changes_4,changes_changes_5,changes_changes_6,changes_changes_7,changes_changeTimestamp,hasGlobalHighlights,hasXg,hasEventPlayerStatistics,hasEventPlayerHeatMap,detailId,crowdsourcingDataDisplayEnabled,id,defaultPeriodCount,defaultPeriodLength,defaultOvertimeLength,crowdsourcingEnabled,currentPeriodStartTimestamp,startTimestamp,slug,finalResultOnly,hasBet365LiveStream,bet365ExcludedCountryCodes_0,bet365ExcludedCountryCodes_1,bet365ExcludedCountryCodes_2,bet365ExcludedCountryCodes_3,bet365ExcludedCountryCodes_4,bet365ExcludedCountryCodes_5,bet365ExcludedCountryCodes_6,bet365ExcludedCountryCodes_7,bet365ExcludedCountryCodes_8,bet365ExcludedCountryCodes_9,bet365ExcludedCountryCodes_10,cupMatchesInRound,fanRatingEvent,seasonStatisticsType,showTotoPromo,isEditor,event_id,event_slug,tournament_category_country_alpha2,tournament_category_country_name,tournament_category_alpha2,tournament_uniqueTournament_category_country_alpha2,tournament_uniqueTournament_category_country_name,tournament_uniqueTournament_category_alpha2,coverage,attendance,aggregatedWinnerCode,homeScore_aggregated,awayScore_aggregated,previousLegEventId,homeRedCards,bet365ExcludedCountryCodes_11,bet365ExcludedCountryCodes_12,bet365ExcludedCountryCodes_13,bet365ExcludedCountryCodes_14,bet365ExcludedCountryCodes_15,bet365ExcludedCountryCodes_16,awayRedCards,homeScore_penalties,awayScore_penalties,awayTeam_manager_fieldTranslations_nameTranslation_ar,homeTeam_manager_fieldTranslations_nameTranslation_ar,homeTeam_venue_fieldTranslations_nameTranslation_ar,homeScore_overtime,awayScore_overtime,time_injuryTime3,time_injuryTime4,changes_changes_8,statusReason,changes_changes_9,changes_changes_10
28092023,11599678,CONMEBOL Libertadores,conmebol-libertadores,South America,south-america,Football,football,1,1470,south-america,CONMEBOL Libertadores,conmebol-libertadores,#573215,#dfaf49,South America,south-america,Football,football,1,1470,south-america,214773,384,True,False,False,False,594,2,309,Copa Libertadores 2023,2023,False,47974,28.0,Semifinal,semifinal,2.0,nOscob,100,Ended,finished,3.0,Buenos Aires,Alberto Jose Armando,49000.0,26227.0,AR,Argentina,Wilmar Roldan,wilmar-roldan,1514.0,80.0,44.0,292.0,1.0,football,Football,52513.0,CO,Colombia,Boca Juniors,boca-juniors,Boca Juniors,M,Football,football,1,112479,Diego Hernán Martínez,diego-hernan-martinez,D. H. Martínez,793358.0,AR,Argentina,Buenos Aires,Alberto J. Armando,54000.0,572,AR,Argentina,BOC,False,False,0,3202,AR,Argentina,Boca Juniors,#003399,#ffcc66,#ffcc66,-2043273600.0,Palmeiras,palmeiras,Palmeiras,M,Football,football,1,209415,Abel Ferreira,abel-ferreira,A. Ferreira,784709.0,PT,Portugal,Sao Paulo,Allianz Parque,45000.0,15699,BR,Brazil,PAL,False,False,0,1963,BR,Brazil,Palmeiras,#339966,#336633,#336633,-1746748800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,1695954347.0,status.code,status.description,status.type,homeScore.period2,homeScore.normaltime,awayScore.period2,awayScore.normaltime,time.currentPeriodStart,1695954351,False,True,True,True,1.0,False,11599678,2,45,15,False,1695954347.0,1695947400,boca-juniors-palmeiras,False,True,??,AN,CU,IR,KP,SY,VE,GR,RU,CH,CA,2.0,False,overall,False,False,11599678,boca-juniors-palmeiras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20062021,9540354,Brasileirão Série A,brasileirao-serie-a,Brazil,brazil,Football,football,1,13,brazil,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1,13,brazil,292300,325,True,False,True,False,442,1,83,Brasileirão Série A 2021,2021,False,36166,5.0,,,,nOsyO,100,Ended,finished,1.0,Sao Paulo,Allianz Parque,43713.0,15699.0,BR,Brazil,Jefferson Ferreira de Moraes,ferreira-de-moraes-jefferson,171.0,11.0,5.0,34.0,1.0,football,Football,787419.0,BR,Brazil,Palmeiras,palmeiras,Palmeiras,M,Football,football,1,209961,Abel Ferreira,abel-ferreira,A. Ferreira,784709.0,PT,Portugal,Sao Paulo,Allianz Parque,43713.0,15699,BR,Brazil,PAL,False,False,0,1963,BR,Brazil,Palmeiras,#339966,#336633,#336633,-1746748800.0,América Mineiro,america-mineiro,América-MG,M,Football,football,1,44027,Diogo Giacomini,diogo-giacomini,D. Giacomini,786371.0,BR,Brazil,Belo Horizonte,Arena Independência,23000.0,7112,BR,Brazil,AMG,False,False,0,1973,BR,Brazil,América Mineiro,#056635,#ffffff,#ffffff,-1820016000.0,2.0,2.0,1.0,,2.0,1.0,1.0,1.0,,1.0,6.0,6.0,1624204736.0,time.currentPeriodStart,,,,,,,,1636377836,False,,True,True,1.0,False,9540354,2,45,15,False,1624204736.0,1624197600,america-mineiro-palmeiras,False,,,,,,,,,,,,,,False,overall,False,False,9540354,america-mineiro-palmeiras,BR,Brazil,BR,BR,Brazil,BR,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
27072019,8177152,Brasileirão Série A,brasileirao-serie-a,Brazil,brazil,Football,football,1,13,brazil,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1,13,brazil,292300,325,True,False,True,False,442,1,83,Brasileirão Série A 2019,2019,False,22931,12.0,,,,nOszO,100,Ended,finished,3.0,Sao Paulo,Allianz Parque,43713.0,15699.0,BR,Brazil,Ricardo Marques Ribeiro,ricardo-marques-ribeiro,884.0,29.0,13.0,207.0,1.0,football,Football,52662.0,BR,Brazil,Palmeiras,palmeiras,Palmeiras,M,Football,football,1,209961,Abel Ferreira,abel-ferreira,A. Ferreira,784709.0,PT,Portugal,Sao Paulo,Allianz Parque,43713.0,15699,BR,Brazil,PAL,False,False,0,1963,BR,Brazil,Palmeiras,#339966,#336633,#336633,-1746748800.0,Vasco da Gama,vasco-da-gama,Vasco,M,Football,football,1,108277,Ramón Díaz,ramon-diaz,Ramón Díaz,784889.0,AR,Argentina,Rio de Janeiro,Estádio São Januário,21880.0,755,BR,Brazil,VAS,False,False,0,1974,BR,Brazil,Vasco da Gama,#ffffff,#000000,#000000,-2252016000.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,5.0,1564264499.0,status.code,status.description,status.type,homeScore.normaltime,awayScore.normaltime,,,,1564264500,False,,True,True,1.0,False,8177152,2,45,15,False,1564264499.0,1564257600,vasco-da-gama-palmeiras,False,,,,,,,,,,,,,,False,overall,False,False,8177152,vasco-da-gama-palmeiras,BR,Brazil,BR,BR,Brazil,BR,1.0,37754.0,,,,,,,,,,,,,,,,,,,,,,,,,
05122019,8177382,Brasileirão Série A,brasileirao-serie-a,Brazil,brazil,Football,football,1,13,brazil,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1,13,brazil,292300,325,True,False,True,False,442,1,83,Brasileirão Série A 2019,2019,False,22931,37.0,,,,kOsnO,100,Ended,finished,1.0,Sao Paulo,Allianz Parque,43713.0,15699.0,BR,Brazil,Bruno Arleu de Araujo,bruno-arleu-de-araujo,753.0,25.0,12.0,138.0,1.0,football,Football,785273.0,BR,Brazil,Palmeiras,palmeiras,Palmeiras,M,Football,football,1,209961,Abel Ferreira,abel-ferreira,A. Ferreira,784709.0,PT,Portugal,Sao Paulo,Allianz Parque,43713.0,15699,BR,Brazil,PAL,False,False,0,1963,BR,Brazil,Palmeiras,#339966,#336633,#336633,-1746748800.0,Goiás,goias,Goiás,M,Football,football,1,39549,Mário Henrique de Souza Rocha,mario-henrique-de-souza-rocha,M. H. d. S. Rocha,802285.0,BR,Brazil,Goiania,Estádio Hailé Pinheiro,12500.0,27074,BR,Brazil,GGO,False,False,0,1960,BR,Brazil,Goiás,#006633,#ffffff,#ffffff,-843868800.0,5.0,5.0,2.0,,5.0,1.0,1.0,1.0,,1.0,3.0,3.0,1575591089.0,status.code,status.description,status.type,homeScore.normaltime,awayScore.normaltime,,,,1575591097,False,,True,True,1.0,False,8177382,2,45,15,False,1575591089.0,1575584100,palmeiras-goias,False,,,,,,,,,,,,,,False,overall,False,False,8177382,palmeiras-goias,BR,Brazil,BR,BR,Brazil,BR,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
18072022,10114052,Brasileirão Série A,brasileirao-serie-a,Brazil,brazil,Football,football,1,13,brazil,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1,13,brazil,291413,325,True,False,True,False,442,1,83,Brasileirão Série A 2022,2022,False,40557,17.0,,,,nOscJu,100,Ended,finished,1.0,Sao Paulo,Allianz Parque,45000.0,15699.0,BR,Brazil,Anderson Daronco,anderson-daronco,1295.0,42.0,28.0,293.0,1.0,football,Football,244037.0,BR,Brazil,Palmeiras,palmeiras,Palmeiras,M,Football,football,1,209465,Abel Ferreira,abel-ferreira,A. Ferreira,784709.0,PT,Portugal,Sao Paulo,Allianz Parque,45000.0,15699,BR,Brazil,PAL,False,False,0,1963,BR,Brazil,Palmeiras,#339966,#336633,#336633,-1746748800.0,Cuiabá,cuiaba,Cuiabá,M,Football,football,1,31423,António Oliveira,antonio-jose-cardoso-de-oliveira,A. Oliveira,795721.0,PT,Portugal,Cuiaba,Arena Pantanal,42968.0,13314,BR,Brazil,CUI,False,False,0,49202,BR,Brazil,Cuiabá,#ffffff,#006600,#006600,1615852800.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,1658192125.0,time.currentPeriodStart,status.code,status.description,status.type,homeScore.period2,homeScore.normaltime,awayScore.period2,awayScore.normaltime,1658192131,False,True,True,True,1.0,False,10114052,2,45,15,False,1658192125.0,1658185200,cuiaba-palmeiras,False,True,BR,IR,GR,RU,CH,CA,,,,,,,False,overall,False,False,10114052,cuiaba-palmeiras,BR,Brazil,BR,BR,Brazil,BR,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10072021,9540321,Brasileirão Série A,brasileirao-serie-a,Brazil,brazil,Football,football,1,13,brazil,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1,13,brazil,292101,325,True,False,True,False,442,1,83,Brasileirão Série A 2021,2021,False,36166,11.0,,,,nOstO,100,Ended,finished,1.0,Sao Paulo,Allianz Parque,43713.0,15699.0,BR,Brazil,Braulio Da Silva Machado,braulio-da-silva-machado,1074.0,40.0,25.0,183.0,1.0,football,Football,554152.0,BR,Brazil,Palmeiras,palmeiras,Palmeiras,M,Football,football,1,209817,Abel Ferreira,abel-ferreira,A. Ferreira,784709.0,PT,Portugal,Sao Paulo,Allianz Parque,43713.0,15699,BR,Brazil,PAL,False,False,0,1963,BR,Brazil,Palmeiras,#339966,#336633,#336633,-1746748800.0,Santos,santos,Santos,M,Football,football,1,90142,Marcelo Fernandes,marcelo-fernandes,M. Fernandes,784878.0,BR,Brazil,Santos,Urbano Caldeira,16798.0,810,BR,Brazil,SAN,False,False,0,1968,BR,Brazil,Santos,#ffffff,#ffffff,#ffffff,-1821398400.0,3.0,3.0,2.0,,3.0,2.0,2.0,0.0,,2.0,1.0,6.0,1625952210.0,time.currentPeriodStart,,,,,,,,1636377837,False,,True,True,1.0,False,9540321,2,45,15,False,1625952210.0,1625945400,santos-palmeiras,False,True,BR,IR,,,,,,,,,,,False,overall,False,False,9540321,santos-palmeiras,BR,Brazil,BR,BR,Brazil,BR,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
27082019,8343932,CONMEBOL Libertadores,conmebol-libertadores,South America,south-america,Football,football,1,1470,south-america,CONMEBOL Libertadores,conmebol-libertadores,#573215,#dfaf49,South America,south-america,Football,football,1,1470,south-america,215551,384,True,False,False,False,594,2,309,Copa Libertadores 2019,2019,False,19989,3.0,Quarterfinals,quarterfinals,4.0,nOsBtc,100,Ended,finished,2.0,Sao Paulo,Allianz Parque,43713.0,15699.0,BR,Brazil,Nestor Pitana,nestor-pitana,1671.0,48.0,60.0,322.0,1.0,football,Football,110759.0,AR,Argentina,Palmeiras,palmeiras,Palmeiras,M,Football,football,1,209961,Abel Ferreira,abel-ferreira,A. Ferreira,784709.0,PT,Portugal,Sao Paulo,Allianz Parque,43713.0,15699,BR,Brazil,PAL,False,False,0,1963,BR,Brazil,Palmeiras,#339966,#336633,#336633,-1746748800.0,Grêmio,gremio,Grêmio,M,Football,football,1,108533,Renato Gaúcho,renato-gaucho,R. Gaúcho,787598.0,BR,Brazil,Porto Alegre,Arena do Grêmio,60540.0,11308,BR,Brazil,GPA,False,False,0,5926,BR,Brazil,Grêmio,#3399ff,#000033,#000033,-2092176000.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,3.0,6.0,1566959368.0,status.code,status.description,status.type,homeScore.normaltime,awayScore.normaltime,,,,1566959373,False,,True,True,1.0,False,8343932,2,45,15,False,1566959368.0,1566952200,gremio-palmeiras,False,True,AR,BO,BR,CL,CO,EC,PE,PY,UY,VE,,,False,overall,False,False,8343932,gremio-palmeiras,,,,,,,1.0,,2.0,2.0,2.0,8343933.0,,,,,,,,,,,,,,,,,,,,,
14102020,8747842,Brasileirão Série A,brasileirao-serie-a,Brazil,brazil,Football,football,1,13,brazil,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1,13,brazil,292101,325,True,False,True,False,442,1,83,Brasileirão Série A 20/21,20/21,False,27591,16.0,,,,nOsHO,100,Ended,finished,2.0,Sao Paulo,Allianz Parque,43713.0,15699.0,BR,Brazil,Jefferson Ferreira de Moraes,ferreira-de-moraes-jefferson,171.0,11.0,5.0,34.0,1.0,football,Football,787419.0,BR,Brazil,Palmeiras,palmeiras,Palmeiras,M,Football,football,1,209817,Abel Ferreira,abel-ferreira,A. Ferreira,784709.0,PT,Portugal,Sao Paulo,Allianz Parque,43713.0,15699,BR,Brazil,PAL,False,False,0,1963,BR,Brazil,Palmeiras,#339966,#336633,#336633,-1746748800.0,Coritiba,coritiba,Coritiba,M,Football,football,1,38780,Guto Ferreira,guto-ferreira,G. Ferreira,283553.0,BR,Brazil,Curitiba,Estádio Couto Pereira,40502.0,1304,BR,Brazil,COR,False,False,0,1982,BR,Brazil,Coritiba,#ffffff,#009966,#009966,-1900454400.0,1.0,1.0,1.0,,1.0,3.0,3.0,2.0,,3.0,5.0,5.0,1602716332.0,status.code,status.description,status.type,homeScore.normaltime,awayScore.normaltime,,,,1602716335,False,,True,True,1.0,False,8747842,2,45,15,False,1602716332.0,1602709200,coritiba-palmeiras,False,True,BR,,,,,,,,,,,,False,overall,False,False,8747842,coritiba-palmeiras,BR,Brazil,BR,BR,Brazil,BR,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
07062023,11256874,Copa do Brasil,copa-do-brasil,Brazil,brazil,Football,football,1,13,brazil,Copa do Brasil,copa-do-brasil,#34a348,#f2ba1c,Brazil,brazil,Football,football,1,13,brazil,136760,373,False,False,False,False,0,2,283,Copa do Brasil 2023,2023,False,48876,5.0,Round of 16,round-of-16,8.0,nOsvP,100,Ended,finished,1.0,,,,,,,Savio Pereira Sampaio,savio-pereira-sampaio,61.0,2.0,2.0,9.0,1.0,football,Football,787914.0,BR,Brazil,Fortaleza,fortaleza,Fortaleza,M,Football,football,1,73469,Juan Pablo Vojvoda,juan-pablo-vojvoda,J. P. Vojvoda,786600.0,AR,Argentina,Fortaleza,Arena Castelão,63903.0,16153,BR,Brazil,FOR,False,False,0,2020,BR,Brazil,Fortaleza,#0000ff,#ff0000,#ff0000,-1615939200.0,Palmeiras,palmeiras,Palmeiras,M,Football,football,1,209465,Abel Ferreira,abel-ferreira,A. Ferreira,784709.0,PT,Portugal,Sao Paulo,Allianz Parque,45000.0,15699,BR,Brazil,PAL,False,False,0,1963,BR,Brazil,Palmeiras,#339966,#336633,#336633,-1746748800.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,1685577709.0,homeScore.aggregated,awayScore.aggregated,,,,,,,1685580978,False,,True,True,1.0,False,11256874,2,45,15,False,1685577709.0,1685570400,fortaleza-palmeiras,False,,,,,,,,,,,,,2.0,False,,False,False,11256874,fortaleza-palmeiras,BR,Brazil,BR,BR,Brazil,BR,,,2.0,1.0,3.0,11256854.0,,,,,,,,,,,,,,,,,,,,,
02062019,8177108,Brasileirão Série A,brasileirao-serie-a,Brazil,brazil,Football,football,1,13,brazil,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1,13,brazil,292300,325,True,False,True,False,442,1,83,Brasileirão Série A 2019,2019,False,22931,7.0,,,,nOsVLi,100,Ended,finished,2.0,Chapeco,Arena Condá,25000.0,13838.0,BR,Brazil,Rodolpho Toski Marques,rodolpho-toski-marques,533.0,11.0,11.0,100.0,1.0,football,Football,785252.0,BR,Brazil,Chapecoense,chapecoense,Chapecoense,M,Football,football,1,18166,,,,,,,Chapeco,Arena Condá,25000.0,13838,BR,Brazil,CHA,False,False,0,21845,BR,Brazil,Chapecoense,#009966,#ffffff,#ffffff,105840000.0,Palmeiras,palmeiras,Palmeiras,M,Football,football,1,209961,Abel Ferreira,abel-ferreira,A. Ferreira,784709.0,PT,Portugal,Sao Paulo,Allianz Parque,43713.0,15699,BR,Brazil,PAL,False,False,0,1963,BR,Brazil,Palmeiras,#339966,#336633,#336633,-1746748800.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,3.0,5.0,1559519640.0,status.code,status.description,status.type,homeScore.normaltime,awayScore.normaltime,,,,1559519646,False,,True,True,1.0,False,8177108,2,45,15,False,1559519640.0,1559512800,chapecoense-palmeiras,False,,,,,,,,,,,,,,False,overall,False,False,8177108,chapecoense-palmeiras,BR,Brazil,BR,BR,Brazil,BR,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
06112019,8177374,Brasileirão Série A,brasileirao-serie-a,Brazil,brazil,Football,football,1,13,brazil,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1,13,brazil,292300,325,True,False,True,False,442,1,83,Brasileirão Série A 2019,2019,False,22931,31.0,,,,nOszO,100,Ended,finished,2.0,Rio de Janeiro,Estádio São Januário,21880.0,755.0,BR,Brazil,Rafael Traci,rafael-traci,431.0,15.0,6.0,83.0,1.0,football,Football,785739.0,BR,Brazil,Vasco da Gama,vasco-da-gama,Vasco,M,Football,football,1,108277,Ramón Díaz,ramon-diaz,Ramón Díaz,784889.0,AR,Argentina,Rio de Janeiro,Estádio São Januário,21880.0,755,BR,Brazil,VAS,False,False,0,1974,BR,Brazil,Vasco da Gama,#ffffff,#000000,#000000,-2252016000.0,Palmeiras,palmeiras,Palmeiras,M,Football,football,1,209961,Abel Ferreira,abel-ferreira,A. Ferreira,784709.0,PT,Portugal,Sao Paulo,Allianz Parque,43713.0,15699,BR,Brazil,PAL,False,False,0,1963,BR,Brazil,Palmeiras,#339966,#336633,#336633,-1746748800.0,1.0,1.0,1.0,,1.0,2.0,2.0,1.0,,2.0,3.0,8.0,1573093733.0,status.code,status.description,status.type,homeScore.normaltime,awayScore.normaltime,,,,1573093742,False,,True,True,1.0,False,8177374,2,45,15,False,1573093733.0,1573086600,vasco-da-gama-palmeiras,False,,,,,,,,,,,,,,False,overall,False,False,8177374,vasco-da-gama-palmeiras,BR,Brazil,BR,BR,Brazil,BR,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
26072020,8793419,Paulista Série A1,paulista-serie-a1,Brazil,brazil,Football,football,1,13,brazil,Paulista Série A1,paulista-serie-a1,#004990,#d1a02f,Brazil,brazil,Football,football,1,13,brazil,47445,372,True,False,False,False,305,1,57411,Paulista Série A1 2020,2020,False,26501,12.0,,,,nOskkeb,100,Ended,finished,1.0,Sao Paulo,Allianz Parque,43713.0,15699.0,BR,Brazil,,,,,,,,,,,,,Palmeiras,palmeiras,Palmeiras,M,Football,football,1,209710,Abel Ferreira,abel-ferreira,A. Ferreira,784709.0,PT,Portugal,Sao Paulo,Allianz Parque,43713.0,15699,BR,Brazil,PAL,False,False,0,1963,BR,Brazil,Palmeiras,#339966,#336633,#336633,-1746748800.0,Água Santa,agua-santa,Água Santa,M,Football,football,1,3892,,,,,,,"Diadema, Sao Paulo",Estadio Distrital do Jardim Inamar,10000.0,13336,BR,Brazil,AGU,False,False,0,135510,BR,Brazil,Água Santa,#153160,#cca24b,#cca24b,,2.0,2.0,0.0,,2.0,1.0,1.0,0.0,,1.0,2.0,5.0,1595797321.0,status.code,status.description,status.type,homeScore.normaltime,awayScore.normaltime,,,,1595797331,False,,True,True,1.0,False,8793419,2,45,15,False,1595797321.0,1595790000,agua-santa-palmeiras,False,,,,,,,,,,,,,,False,overall,False,False,8793419,agua-santa-palmeiras,BR,Brazil,BR,BR,Brazil,BR,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
30042022,10224100,Copa do Brasil,copa-do-brasil,Brazil,brazil,Football,football,1,13,brazil,Copa do Brasil,copa-do-brasil,#34a348,#f2ba1c,Brazil,brazil,Football,football,1,13,brazil,136910,373,False,False,False,False,0,2,283,Copa do Brasil 2022,2022,False,40438,3.0,Round 3,round-3,,nOszJz,100,Ended,finished,1.0,,,,,,,,,,,,,,,,,,,Palmeiras,palmeiras,Palmeiras,M,Football,football,1,209544,Abel Ferreira,abel-ferreira,A. Ferreira,784709.0,PT,Portugal,Sao Paulo,Allianz Parque,43713.0,15699,BR,Brazil,PAL,False,False,0,1963,BR,Brazil,Palmeiras,#339966,#336633,#336633,-1746748800.0,Juazeirense,juazeirense,Juazeirense,M,Football,football,1,1603,,,,,,,Juazeiro,Estadio Adauto Moraes,8000.0,25654,BR,Brazil,JUA,,False,0,61724,BR,Brazil,Juazeirense,#ffffff,#ff0000,#ff0000,,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,3.0,5.0,1651370167.0,status.code,status.description,status.type,homeScore.normaltime,awayScore.normaltime,time.currentPeriodStart,,,1651370172,False,,True,True,1.0,False,10224100,2,45,15,False,1651370167.0,1651363200,juazeirense-palmeiras,False,,,,,,,,,,,,,2.0,False,,False,False,10224100,juazeirense-palmeiras,BR,Brazil,BR,BR,Brazil,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,
12042022,10220368,"CONMEBOL Libertadores, Group A",conmebol-libertadores-group-a,South America,south-america,Football,football,1,1470,south-america,CONMEBOL Libertadores,conmebol-libertadores,#573215,#dfaf49,South America,south-america,Football,football,1,1470,south-america,215031,384,True,False,False,False,593,1,2928,Copa Libertadores 2022,2022,False,40174,2.0,,,,nOsAjZc,100,Ended,finished,1.0,Sao Paulo,Allianz Parque,43713.0,15699.0,BR,Brazil,Derlis Lopez,lopez-derlis,671.0,28.0,18.0,127.0,1.0,football,Football,786667.0,PY,Paraguay,Palmeiras,palmeiras,Palmeiras,M,Football,football,1,209544,Abel Ferreira,abel-ferreira,A. Ferreira,784709.0,PT,Portugal,Sao Paulo,Allianz Parque,43713.0,15699,BR,Brazil,PAL,False,False,0,1963,BR,Brazil,Palmeiras,#339966,#336633,#336633,-1746748800.0,Independiente Petrolero,independiente-petrolero,Independiente Petrolero,M,Football,football,1,3758,Marcelo Robledo,marcelo-robledo,M. Robledo,797432.0,AR,Argentina,Sucre,Estadio Olimpico Patria,32000.0,1201,BO,Bolivia,IND,,False,0,372975,BO,Bolivia,Independiente Petrolero,#fc0601,#ffffff,#ffffff,-1191110400.0,8.0,8.0,1.0,7.0,8.0,1.0,1.0,1.0,0.0,1.0,3.0,,1649816375.0,status.code,status.description,status.type,homeScore.normaltime,awayScore.normaltime,time.currentPeriodStart,,,1649816377,False,,True,True,1.0,False,10220368,2,45,15,False,1649816375.0,1649809800,independiente-petrolero-palmeiras,False,True,AR,BO,BR,CL,CO,EC,PE,PY,UY,VE,XA,,False,overall,False,False,10220368,independiente-petrolero-palmeiras,,,,,,,1.0,,,,,,,XB,IR,GR,RU,CH,CA,,,,,,,,,,,,,,
